ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
788.0,45.0,15.0,202.0,91380.0,3.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
806.0,55.0,29.0,132.0,95758.0,3.0,5.9,2.0,307.0,1.0,0.0,0.0,0.0,0.0
814.0,50.0,25.0,130.0,94720.0,1.0,1.1,2.0,0.0,1.0,0.0,0.0,1.0,0.0
835.0,36.0,12.0,150.0,95138.0,4.0,5.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0
860.0,63.0,37.0,124.0,92182.0,3.0,5.0,2.0,170.0,1.0,0.0,0.0,0.0,0.0
889.0,57.0,33.0,182.0,94114.0,2.0,3.3,3.0,372.0,1.0,0.0,0.0,0.0,0.0
892.0,32.0,6.0,120.0,94102.0,4.0,5.4,1.0,301.0,1.0,0.0,1.0,1.0,1.0
897.0,50.0,24.0,161.0,95133.0,3.0,3.4,1.0,212.0,1.0,0.0,0.0,1.0,0.0
900.0,30.0,3.0,172.0,91302.0,3.0,3.4,2.0,0.0,1.0,0.0,0.0,0.0,1.0
915.0,65.0,41.0,195.0,91711.0,3.0,0.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0
928.0,65.0,40.0,95.0,95014.0,3.0,3.7,2.0,138.0,1.0,0.0,0.0,0.0,1.0
941.0,61.0,36.0,193.0,94303.0,1.0,4.7,3.0,203.0,1.0,0.0,0.0,1.0,0.0
942.0,38.0,13.0,129.0,92093.0,4.0,4.4,1.0,140.0,1.0,0.0,0.0,0.0,0.0
952.0,59.0,34.0,83.0,94105.0,2.0,3.4,3.0,0.0,1.0,0.0,0.0,1.0,0.0
955.0,37.0,12.0,169.0,91107.0,2.0,5.2,3.0,249.0,1.0,0.0,0.0,1.0,0.0
966.0,62.0,36.0,135.0,94301.0,2.0,5.2,2.0,0.0,1.0,0.0,0.0,1.0,0.0
972.0,43.0,19.0,174.0,92028.0,3.0,1.7,3.0,231.0,1.0,0.0,1.0,1.0,1.0
976.0,63.0,38.0,83.0,92122.0,2.0,3.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0
982.0,36.0,12.0,142.0,90064.0,3.0,2.3,2.0,0.0,1.0,0.0,1.0,1.0,1.0
994.0,41.0,15.0,185.0,91775.0,1.0,3.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1008.0,44.0,19.0,99.0,95064.0,3.0,3.5,3.0,357.0,1.0,0.0,0.0,0.0,0.0
1015.0,50.0,26.0,192.0,90245.0,2.0,1.8,3.0,301.0,1.0,0.0,1.0,1.0,1.0
1023.0,27.0,3.0,118.0,95605.0,1.0,3.3,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1025.0,58.0,33.0,122.0,93711.0,4.0,0.2,2.0,0.0,1.0,0.0,1.0,1.0,0.0
1029.0,29.0,4.0,110.0,92096.0,4.0,2.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1039.0,56.0,30.0,145.0,95831.0,4.0,5.7,2.0,0.0,1.0,0.0,1.0,1.0,1.0
1040.0,41.0,16.0,175.0,94304.0,2.0,1.1,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1051.0,53.0,27.0,145.0,90095.0,2.0,6.1,3.0,294.0,1.0,0.0,1.0,1.0,1.0
1063.0,47.0,21.0,83.0,92220.0,1.0,3.8,1.0,97.0,1.0,0.0,0.0,0.0,0.0
1065.0,41.0,17.0,138.0,95008.0,3.0,6.9,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1067.0,30.0,5.0,125.0,90016.0,4.0,0.5,3.0,0.0,1.0,0.0,1.0,1.0,0.0
1070.0,44.0,18.0,75.0,91203.0,2.0,3.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1078.0,29.0,3.0,175.0,90095.0,3.0,3.3,3.0,329.0,1.0,0.0,0.0,1.0,0.0
1085.0,60.0,35.0,191.0,93407.0,4.0,5.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1098.0,50.0,24.0,188.0,92007.0,3.0,1.3,1.0,184.0,1.0,0.0,0.0,0.0,1.0
1106.0,35.0,10.0,182.0,95051.0,1.0,0.3,2.0,229.0,1.0,0.0,1.0,1.0,1.0
1127.0,32.0,8.0,104.0,95192.0,2.0,3.7,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1129.0,30.0,5.0,171.0,94025.0,2.0,1.9,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1130.0,30.0,4.0,73.0,94305.0,3.0,3.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1138.0,51.0,26.0,134.0,90230.0,4.0,4.5,3.0,0.0,1.0,1.0,1.0,1.0,0.0
1142.0,32.0,7.0,143.0,91365.0,3.0,2.9,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1144.0,33.0,7.0,120.0,94022.0,1.0,3.2,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1162.0,36.0,11.0,181.0,94309.0,3.0,1.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1165.0,41.0,17.0,94.0,90071.0,3.0,3.8,2.0,327.0,1.0,1.0,1.0,1.0,0.0
1167.0,30.0,5.0,112.0,91711.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1177.0,29.0,3.0,103.0,90049.0,4.0,3.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1178.0,28.0,3.0,71.0,90405.0,1.0,3.3,2.0,149.0,1.0,1.0,1.0,1.0,0.0
1196.0,32.0,7.0,123.0,92407.0,2.0,2.9,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1205.0,26.0,1.0,190.0,91604.0,4.0,1.3,2.0,197.0,1.0,0.0,0.0,1.0,0.0
1207.0,63.0,37.0,165.0,95035.0,4.0,5.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1226.0,30.0,6.0,118.0,94534.0,2.0,2.8,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1238.0,38.0,13.0,169.0,92093.0,1.0,6.8,3.0,0.0,1.0,0.0,1.0,1.0,1.0
1245.0,33.0,8.0,130.0,94720.0,3.0,6.3,2.0,99.0,1.0,0.0,0.0,0.0,1.0
1274.0,60.0,35.0,130.0,95741.0,3.0,6.3,3.0,437.0,1.0,0.0,1.0,1.0,1.0
1286.0,38.0,13.0,113.0,94720.0,4.0,1.7,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1293.0,56.0,30.0,164.0,94610.0,4.0,0.5,2.0,234.0,1.0,0.0,1.0,1.0,1.0
1321.0,31.0,7.0,192.0,90250.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1329.0,60.0,36.0,145.0,95616.0,4.0,6.9,1.0,380.0,1.0,0.0,0.0,0.0,1.0
1338.0,26.0,0.0,179.0,92028.0,4.0,2.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1340.0,52.0,25.0,180.0,94545.0,2.0,9.0,2.0,297.0,1.0,0.0,0.0,1.0,0.0
1350.0,26.0,2.0,171.0,93943.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1373.0,39.0,13.0,139.0,95616.0,3.0,3.4,1.0,483.0,1.0,0.0,0.0,1.0,0.0
1374.0,60.0,35.0,135.0,92612.0,3.0,0.3,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1376.0,50.0,26.0,179.0,92612.0,1.0,2.9,3.0,0.0,1.0,0.0,0.0,0.0,1.0
1396.0,47.0,23.0,190.0,92831.0,4.0,0.3,3.0,305.0,1.0,0.0,0.0,0.0,0.0
1403.0,55.0,29.0,172.0,95064.0,1.0,5.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1406.0,46.0,22.0,183.0,91605.0,1.0,3.1,2.0,0.0,1.0,0.0,1.0,1.0,1.0
1408.0,63.0,39.0,101.0,94306.0,2.0,3.9,3.0,294.0,1.0,0.0,0.0,1.0,0.0
1409.0,40.0,14.0,129.0,90089.0,1.0,5.9,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1412.0,65.0,39.0,184.0,91302.0,1.0,5.4,3.0,176.0,1.0,0.0,1.0,1.0,1.0
1419.0,65.0,41.0,154.0,92008.0,2.0,4.6,2.0,0.0,1.0,1.0,1.0,1.0,1.0
1445.0,60.0,33.0,154.0,90740.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0
1479.0,65.0,39.0,160.0,94803.0,4.0,3.8,1.0,237.0,1.0,0.0,0.0,1.0,0.0
1487.0,35.0,9.0,141.0,93022.0,2.0,4.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1496.0,52.0,28.0,178.0,92647.0,3.0,5.4,3.0,147.0,1.0,0.0,0.0,1.0,0.0
1500.0,52.0,26.0,91.0,92173.0,1.0,4.3,2.0,0.0,1.0,0.0,1.0,1.0,1.0
1505.0,30.0,6.0,191.0,92028.0,2.0,4.4,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1519.0,43.0,17.0,64.0,95053.0,4.0,3.0,3.0,221.0,1.0,0.0,0.0,1.0,0.0
1525.0,40.0,16.0,155.0,94002.0,4.0,0.1,3.0,0.0,1.0,0.0,1.0,1.0,1.0
1560.0,59.0,35.0,102.0,92677.0,4.0,3.0,2.0,115.0,1.0,0.0,0.0,1.0,0.0
1571.0,41.0,16.0,114.0,94705.0,4.0,3.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1578.0,34.0,8.0,65.0,92093.0,1.0,3.0,1.0,227.0,1.0,0.0,0.0,1.0,0.0
1580.0,29.0,5.0,122.0,94305.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1583.0,43.0,19.0,170.0,92037.0,4.0,4.25,1.0,318.0,1.0,0.0,1.0,1.0,1.0
1584.0,61.0,36.0,184.0,92028.0,4.0,2.3,2.0,342.0,1.0,0.0,1.0,1.0,1.0
1590.0,57.0,32.0,124.0,90049.0,1.0,0.2,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1593.0,56.0,31.0,192.0,90089.0,1.0,7.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0
1604.0,36.0,6.0,138.0,92152.0,1.0,7.0,3.0,86.0,1.0,0.0,0.0,1.0,0.0
1605.0,55.0,29.0,111.0,90502.0,2.0,3.6,3.0,0.0,1.0,0.0,0.0,0.0,1.0
1617.0,48.0,23.0,84.0,94402.0,4.0,3.1,2.0,0.0,1.0,1.0,1.0,1.0,0.0
1630.0,53.0,29.0,154.0,93407.0,4.0,7.4,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1632.0,61.0,36.0,153.0,91105.0,1.0,2.6,2.0,0.0,1.0,1.0,1.0,0.0,1.0
1633.0,31.0,5.0,93.0,95032.0,2.0,3.1,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1638.0,30.0,6.0,193.0,94022.0,3.0,6.3,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1642.0,58.0,34.0,152.0,92182.0,4.0,3.6,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1652.0,62.0,36.0,158.0,94301.0,2.0,6.3,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1653.0,48.0,18.0,182.0,92626.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1660.0,33.0,7.0,139.0,95828.0,1.0,4.0,3.0,106.0,1.0,0.0,1.0,1.0,1.0
1667.0,51.0,25.0,190.0,95138.0,2.0,4.2,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1673.0,48.0,23.0,173.0,94546.0,3.0,0.2,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1675.0,37.0,11.0,139.0,95814.0,2.0,0.8,2.0,421.0,1.0,0.0,0.0,1.0,0.0
1680.0,57.0,31.0,114.0,94590.0,4.0,5.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1732.0,43.0,19.0,125.0,92122.0,3.0,2.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1753.0,33.0,8.0,155.0,92717.0,1.0,7.4,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1769.0,43.0,18.0,128.0,92093.0,4.0,5.3,1.0,84.0,1.0,0.0,0.0,0.0,0.0
1785.0,54.0,29.0,119.0,91355.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1790.0,44.0,20.0,171.0,91330.0,4.0,0.7,1.0,567.0,1.0,0.0,1.0,1.0,1.0
1794.0,35.0,9.0,113.0,94596.0,3.0,0.8,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1795.0,56.0,32.0,98.0,91355.0,3.0,3.9,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1799.0,44.0,20.0,185.0,94086.0,3.0,2.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1823.0,48.0,23.0,112.0,93014.0,1.0,5.1,2.0,86.0,1.0,1.0,1.0,1.0,0.0
1825.0,49.0,23.0,194.0,94022.0,4.0,8.3,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1826.0,56.0,32.0,161.0,94720.0,1.0,5.8,3.0,0.0,1.0,1.0,0.0,0.0,0.0
1834.0,34.0,9.0,178.0,94303.0,1.0,0.8,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1861.0,30.0,6.0,179.0,91103.0,3.0,4.9,1.0,142.0,1.0,0.0,0.0,1.0,0.0
1871.0,63.0,37.0,110.0,95032.0,1.0,4.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1883.0,56.0,32.0,125.0,91330.0,3.0,0.6,1.0,342.0,1.0,0.0,1.0,1.0,1.0
1890.0,56.0,30.0,111.0,93106.0,4.0,0.3,1.0,372.0,1.0,1.0,1.0,1.0,0.0
1913.0,42.0,16.0,191.0,94304.0,3.0,4.8,2.0,0.0,1.0,1.0,1.0,1.0,0.0
1914.0,57.0,33.0,134.0,92110.0,4.0,0.9,1.0,198.0,1.0,0.0,0.0,1.0,0.0
1919.0,39.0,9.0,118.0,93555.0,2.0,6.0,3.0,246.0,1.0,0.0,1.0,1.0,1.0
1936.0,34.0,9.0,191.0,94086.0,1.0,4.8,3.0,0.0,1.0,0.0,1.0,1.0,1.0
1938.0,51.0,25.0,181.0,95051.0,1.0,3.3,3.0,589.0,1.0,1.0,1.0,1.0,0.0
1999.0,56.0,32.0,103.0,94111.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2002.0,44.0,17.0,128.0,94928.0,2.0,3.25,2.0,0.0,1.0,0.0,0.0,0.0,1.0
2003.0,30.0,4.0,142.0,92126.0,3.0,4.2,1.0,359.0,1.0,0.0,0.0,0.0,0.0
2006.0,47.0,23.0,170.0,90254.0,2.0,6.5,2.0,0.0,1.0,0.0,1.0,1.0,1.0
2015.0,49.0,19.0,169.0,95054.0,3.0,5.67,3.0,167.0,1.0,0.0,1.0,0.0,1.0
2022.0,46.0,20.0,103.0,91380.0,4.0,4.8,3.0,0.0,1.0,0.0,0.0,1.0,0.0
2025.0,36.0,12.0,113.0,94305.0,4.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2042.0,45.0,20.0,180.0,95403.0,3.0,8.5,2.0,535.0,1.0,0.0,0.0,0.0,0.0
2047.0,43.0,16.0,161.0,95134.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0
2048.0,63.0,38.0,134.0,90640.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
2062.0,63.0,38.0,159.0,93950.0,4.0,4.9,2.0,111.0,1.0,0.0,0.0,0.0,0.0
2078.0,34.0,9.0,160.0,94108.0,4.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0
2088.0,51.0,27.0,188.0,94305.0,2.0,6.9,2.0,343.0,1.0,0.0,0.0,1.0,0.0
2096.0,47.0,21.0,174.0,94025.0,4.0,3.2,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2102.0,35.0,5.0,203.0,95032.0,1.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2110.0,47.0,23.0,178.0,93014.0,1.0,6.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2137.0,50.0,26.0,115.0,95008.0,1.0,1.2,3.0,0.0,1.0,0.0,0.0,0.0,1.0
2145.0,33.0,6.0,168.0,94720.0,3.0,5.67,2.0,0.0,1.0,1.0,1.0,1.0,0.0
2159.0,50.0,25.0,83.0,94720.0,4.0,3.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2160.0,61.0,35.0,99.0,94085.0,1.0,4.8,3.0,255.0,1.0,0.0,0.0,0.0,1.0
2179.0,37.0,13.0,158.0,93943.0,2.0,2.3,2.0,0.0,1.0,0.0,1.0,1.0,1.0
2185.0,62.0,36.0,183.0,90095.0,2.0,3.4,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2195.0,34.0,9.0,123.0,94553.0,1.0,1.6,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2197.0,51.0,24.0,189.0,95211.0,4.0,4.75,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2208.0,38.0,12.0,180.0,90245.0,1.0,2.8,3.0,158.0,1.0,0.0,0.0,1.0,0.0
2216.0,28.0,3.0,193.0,94501.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2218.0,48.0,24.0,162.0,91355.0,4.0,3.3,2.0,446.0,1.0,0.0,1.0,1.0,0.0
2231.0,36.0,11.0,183.0,94704.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0
2247.0,35.0,11.0,190.0,92093.0,3.0,3.1,2.0,266.0,1.0,0.0,0.0,0.0,0.0
2262.0,30.0,3.0,150.0,94305.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2263.0,55.0,29.0,131.0,95070.0,2.0,0.7,2.0,0.0,1.0,0.0,0.0,0.0,1.0
2268.0,38.0,13.0,168.0,92647.0,2.0,1.3,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2269.0,27.0,3.0,105.0,94304.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2277.0,29.0,3.0,172.0,92093.0,4.0,4.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2286.0,48.0,22.0,114.0,92007.0,1.0,2.4,3.0,0.0,1.0,0.0,0.0,1.0,0.0
2293.0,57.0,33.0,170.0,95051.0,2.0,2.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2305.0,27.0,2.0,170.0,95818.0,3.0,4.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2316.0,52.0,26.0,182.0,95818.0,2.0,1.4,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2318.0,31.0,5.0,129.0,95814.0,3.0,5.9,3.0,319.0,1.0,1.0,1.0,0.0,1.0
2329.0,27.0,2.0,130.0,92182.0,3.0,4.4,1.0,192.0,1.0,0.0,0.0,1.0,0.0
2338.0,43.0,16.0,201.0,95054.0,1.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
